id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
86303,on,2020,netzero,high,ref,low,low,yes,high,39.94524669,residential buildings
86366,on,2020,netzero,ref,ref,high,low,yes,high,39.94084589,residential buildings
86429,on,2020,netzero,low,ref,high,ref,no,high,39.93592591,residential buildings
86492,on,2020,netzero,low,ref,high,low,yes,high,39.93592591,residential buildings
86555,on,2020,netzero,high,ref,high,low,yes,high,39.94524669,residential buildings
86618,on,2020,netzero,ref,low,ref,low,no,high,39.9402285,residential buildings
86681,on,2020,netzero,low,low,ref,low,no,high,39.93456649,residential buildings
86744,on,2020,netzero,high,low,ref,low,no,high,39.94421337,residential buildings
86807,on,2020,netzero,ref,low,low,low,no,high,39.9402285,residential buildings
86870,on,2020,netzero,low,low,low,low,no,high,39.93456649,residential buildings
86933,on,2020,netzero,high,low,low,low,no,high,39.94421337,residential buildings
86996,on,2020,netzero,ref,low,high,low,no,high,39.9402285,residential buildings
87059,on,2020,netzero,low,low,high,low,no,high,39.93456649,residential buildings
87122,on,2020,netzero,high,ref,high,ref,no,high,39.94524669,residential buildings
87185,on,2020,netzero,high,low,high,low,no,high,39.94421337,residential buildings
87248,on,2020,netzero,ref,low,ref,low,yes,high,39.9402285,residential buildings
87311,on,2020,netzero,low,low,ref,low,yes,high,39.93456649,residential buildings
87374,on,2020,netzero,high,low,ref,low,yes,high,39.94421337,residential buildings
87437,on,2020,netzero,ref,low,low,low,yes,high,39.9402285,residential buildings
87500,on,2020,netzero,low,low,low,low,yes,high,39.93456649,residential buildings
87563,on,2020,netzero,high,low,low,low,yes,high,39.94421337,residential buildings
87626,on,2020,netzero,ref,low,high,low,yes,high,39.9402285,residential buildings
87689,on,2020,netzero,low,low,high,low,yes,high,39.93456649,residential buildings
87752,on,2020,netzero,high,low,high,low,yes,high,39.94421337,residential buildings
87815,on,2020,netzero,ref,ref,ref,ref,yes,high,39.94084589,residential buildings
87878,on,2020,netzero,ref,high,ref,low,no,high,39.9416838,residential buildings
87941,on,2020,netzero,low,high,ref,low,no,high,39.93683524,residential buildings
88004,on,2020,netzero,high,high,ref,low,no,high,39.9460961,residential buildings
88067,on,2020,netzero,ref,high,low,low,no,high,39.9416838,residential buildings
88130,on,2020,netzero,low,high,low,low,no,high,39.93683524,residential buildings
88193,on,2020,netzero,high,high,low,low,no,high,39.9460961,residential buildings
88256,on,2020,netzero,ref,high,high,low,no,high,39.9416838,residential buildings
88319,on,2020,netzero,low,high,high,low,no,high,39.93683524,residential buildings
88382,on,2020,netzero,high,high,high,low,no,high,39.9460961,residential buildings
88445,on,2020,netzero,ref,high,ref,low,yes,high,39.9416838,residential buildings
136136,on,2020,netzero,ref,ref,ref,ref,no,low,39.94079914,residential buildings
136199,on,2020,netzero,low,ref,ref,ref,no,low,39.93592591,residential buildings
136262,on,2020,netzero,low,ref,ref,ref,yes,low,39.93592591,residential buildings
136325,on,2020,netzero,low,high,ref,low,yes,low,39.93683524,residential buildings
136388,on,2020,netzero,high,high,ref,low,yes,low,39.9460961,residential buildings
136451,on,2020,netzero,ref,high,low,low,yes,low,39.9416838,residential buildings
136514,on,2020,netzero,low,high,low,low,yes,low,39.93683524,residential buildings
136577,on,2020,netzero,high,high,low,low,yes,low,39.9460961,residential buildings
136640,on,2020,netzero,ref,high,high,low,yes,low,39.9416838,residential buildings
136703,on,2020,netzero,low,high,high,low,yes,low,39.93683524,residential buildings
136766,on,2020,netzero,high,high,high,low,yes,low,39.9460961,residential buildings
136829,on,2020,netzero,high,ref,ref,ref,yes,low,39.94524669,residential buildings
136892,on,2020,netzero,ref,ref,low,ref,yes,low,39.94084589,residential buildings
136955,on,2020,netzero,low,ref,low,ref,yes,low,39.93592591,residential buildings
137018,on,2020,netzero,high,ref,low,ref,yes,low,39.94524669,residential buildings
137081,on,2020,netzero,ref,ref,high,ref,yes,low,39.94084589,residential buildings
137144,on,2020,netzero,low,ref,high,ref,yes,low,39.93592591,residential buildings
137207,on,2020,netzero,high,ref,high,ref,yes,low,39.94524669,residential buildings
137270,on,2020,netzero,ref,low,ref,ref,no,low,39.9402285,residential buildings
137333,on,2020,netzero,low,low,ref,ref,no,low,39.93456649,residential buildings
137396,on,2020,netzero,high,ref,ref,ref,no,low,39.94524669,residential buildings
137459,on,2020,netzero,high,low,ref,ref,no,low,39.94421337,residential buildings
137522,on,2020,netzero,ref,low,low,ref,no,low,39.9402285,residential buildings
137585,on,2020,netzero,low,low,low,ref,no,low,39.93456649,residential buildings
137648,on,2020,netzero,high,low,low,ref,no,low,39.94421337,residential buildings
137711,on,2020,netzero,ref,low,high,ref,no,low,39.9402285,residential buildings
137774,on,2020,netzero,low,low,high,ref,no,low,39.93456649,residential buildings
137837,on,2020,netzero,high,low,high,ref,no,low,39.94421337,residential buildings
137900,on,2020,netzero,ref,low,ref,ref,yes,low,39.9402285,residential buildings
137963,on,2020,netzero,low,low,ref,ref,yes,low,39.93456649,residential buildings
138026,on,2020,netzero,high,low,ref,ref,yes,low,39.94421337,residential buildings
138089,on,2020,netzero,ref,ref,low,ref,no,low,39.94084589,residential buildings
138152,on,2020,netzero,ref,low,low,ref,yes,low,39.9402285,residential buildings
138215,on,2020,netzero,low,low,low,ref,yes,low,39.93456649,residential buildings
138278,on,2020,netzero,high,low,low,ref,yes,low,39.94421337,residential buildings
138341,on,2020,netzero,ref,low,high,ref,yes,low,39.9402285,residential buildings
138404,on,2020,netzero,low,low,high,ref,yes,low,39.93456649,residential buildings
138467,on,2020,netzero,high,low,high,ref,yes,low,39.94421337,residential buildings
138530,on,2020,netzero,ref,high,ref,ref,no,low,39.9416838,residential buildings
138593,on,2020,netzero,low,high,ref,ref,no,low,39.93683524,residential buildings
138656,on,2020,netzero,high,high,ref,ref,no,low,39.9460961,residential buildings
138719,on,2020,netzero,ref,high,low,ref,no,low,39.9416838,residential buildings
138782,on,2020,netzero,low,ref,low,ref,no,low,39.93592591,residential buildings
138845,on,2020,netzero,low,high,low,ref,no,low,39.93683524,residential buildings
138908,on,2020,netzero,high,high,low,ref,no,low,39.94599653,residential buildings
138971,on,2020,netzero,ref,high,high,ref,no,low,39.9416838,residential buildings
139034,on,2020,netzero,low,high,high,ref,no,low,39.93683524,residential buildings
139097,on,2020,netzero,high,high,high,ref,no,low,39.9460961,residential buildings
