id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value
3627,on,2025,legislated,high,ref,high,ref,no,high,58.2645842
3634,on,2025,legislated,high,low,high,low,no,high,57.82199595
3641,on,2025,legislated,ref,low,ref,low,yes,high,58.36478544
3648,on,2025,legislated,low,low,ref,low,yes,high,58.56518024
3655,on,2025,legislated,high,low,ref,low,yes,high,57.82012049
3662,on,2025,legislated,ref,low,low,low,yes,high,58.36457956
3669,on,2025,legislated,low,low,low,low,yes,high,58.56475867
3676,on,2025,legislated,high,low,low,low,yes,high,57.81945343
3683,on,2025,legislated,ref,low,high,low,yes,high,58.36485632
3690,on,2025,legislated,low,low,high,low,yes,high,58.56496232
3697,on,2025,legislated,high,low,high,low,yes,high,57.82199595
3704,on,2025,legislated,ref,ref,ref,ref,yes,high,58.10683891
3711,on,2025,legislated,ref,high,ref,low,no,high,58.36843274
3718,on,2025,legislated,low,high,ref,low,no,high,58.56924697
3725,on,2025,legislated,high,high,ref,low,no,high,57.82534317
3732,on,2025,legislated,ref,high,low,low,no,high,58.36817624
3739,on,2025,legislated,low,high,low,low,no,high,58.56903735
3746,on,2025,legislated,high,high,low,low,no,high,57.82408842
3753,on,2025,legislated,ref,high,high,low,no,high,58.3685223
3760,on,2025,legislated,low,high,high,low,no,high,58.56931238
3767,on,2025,legislated,high,high,high,low,no,high,57.82443927
